query_wo_tones,query,impressions,position,gg_impressions,gg_position,api_result,pv_result,pv,gg,count
acer a715 72g,acer a715 72g,150.463809,,438.0,5.196347032,1.0,1.0,0,1,1
card man hinh,card màn hình,18775.0,1.0,39934.0,1.1569716826666667,4122.0,143.0,1,1,3
chuot logitech g102,chuột logitech g102,156.0,1.0,6225.0,1.328177304,1.0,1.0,1,1,1
chuot newmen,chuột newmen,1034.0,1.0,3322.0,1.076718975,46.0,63.0,1,1,1
chuot razer,chuột razer,940.0,1.0,3741.0,5.680300784,20.0,24.0,1,1,1
dell 5468,dell 5468,343.0,1.0,1036.0,4.441119691,3.0,5.0,1,1,1
gtx1070,gtx1070,185.0,1.0,186.0,2.677419355,7.0,7.0,1,1,1
h11,h11,853.0,1.0,,,12.0,19.0,1,0,1
hdd 2.5,hdd 2.5,1020.0,1.0,203.0,3.665024631,94.0,78.0,1,1,1
i3-8100,i3-8100,188.0,1.0,1603.0,5.033686837,24.0,29.0,1,1,1
i7 8700k,i7 8700k,627.0,1.0,10832.0,4.037943131,18.0,3.0,1,1,1
rx460,rx460,206.4583315,,601.0,3.87687188,2.0,0.0,0,1,1
spectre,spectre,191.0,1.0,,,1.0,4.0,1,0,1
acer vx5,acer vx5,52.0,1.0,544.0,5.889705882,2.0,2.0,1,1,1
aoc,aoc,1558.0,1.0,,,16.0,18.0,1,0,1
ban phim logitech,bàn phím logitech,1350.0,1.0,5401.0,3.47857689,22.0,29.0,1,1,1
blue,blue,388.0,1.0,,,157.0,64.0,1,0,1
card gtx 960,card gtx 960,175.8846352,,512.0,1.591796875,231.0,0.0,0,1,1
cpu i7,cpu i7,573.0,1.0,1185.0,2.215189873,5.0,14.0,1,1,1
ddr4 8gb,ddr4 8gb,1971.0,1.0,1300.0,1.135384615,80.0,121.0,1,1,1
gia de tai nghe,giá để tai nghe,206.8018562,,602.0,1.848837209,359.0,0.0,0,1,1
ips,ips,256.0,1.0,,,2.0,77.0,1,0,1
laptop macbook,laptop macbook,134.0,1.0,3643.0,7.36865221,15.0,30.0,1,1,1
may in canon 241d,máy in canon 241d,180.350456,,525.0,1.469192969,1.0,0.0,0,1,1
msi gl63 8rc,msi gl63 8rc,263.4834281,,767.0,8.341590613,2.0,2.0,0,1,1
ram ddr3 1600,ram ddr3 1600,194.0,1.0,152.0,1.125,24.0,45.0,1,1,1
samsung 860 evo 250gb,samsung 860 evo 250gb,319.8214752,,931.0,3.45112782,3.0,5.0,0,1,1
sandisk,Sandisk,1237.0,1.0,,,42.0,28.0,1,0,1
usb 8gb,usb 8gb,361.0,1.0,610.0,8.631147541,6.0,10.0,1,1,1
400,400,2473.0,1.0,,,34.0,216.0,1,0,1
core i5 8400 gia,core i5 8400 giá,181.7245547,,529.0,3.073724008,49.0,1.0,0,1,1
cpu i7 7700,cpu i7 7700,206.4583315,,601.0,2.575707155,2.0,1.0,0,1,1
ddr4 4gb laptop,ddr4 4gb laptop,376.1595224,,1095.0,2.140639269,6.0,14.0,0,1,1
epson l360,epson l360,84.0,1.0,2456.0,4.006107492,1.0,1.0,1,1,1
h110m ds2,h110m ds2,236.0,1.0,306.0,2.699346405,1.0,2.0,1,1,1
i5-8400,i5-8400,122.0,1.0,1390.0,4.113669065,31.0,36.0,1,1,1
loa logitech,loa logitech,633.0,1.0,5457.0,2.083195895,13.0,15.0,1,1,1
logitech k270,logitech k270,159.0519259,,463.0,3.051835853,1.0,2.0,0,1,1
samsung 860 evo,samsung 860 evo,246.6507188,,718.0,5.299442897,7.0,5.0,0,1,1
xbox,xbox,1156.0,1.0,,,1.0,2.0,1,0,1
zidli zh12s,zidli zh12s,80.0,1.0,947.0,1.084477297,1.0,1.0,1,1,1
5500,5500,230.0,1.0,,,1.0,2.0,1,0,1
dell u2412m,dell u2412m,176.5716845,,514.0,1.980544747,1.0,1.0,0,1,1
filco,filco,286.0,1.0,,,1.0,0.0,1,0,1
hkc,hkc,301.0,1.0,,,1.0,1.0,1,0,1
hp p2035,hp p2035,148.0591362,,431.0,3.969837587,1.0,1.0,0,1,1
i7-8700,i7-8700,60.0,1.0,645.0,4.165891473,17.0,19.0,1,1,1
laptop hp core i5,laptop hp core i5,204.7407081,,596.0,6.166107383,246.0,0.0,0,1,1
loa laptop,loa laptop,507.3859495,,1477.0,7.426540284,92.0,0.0,0,1,1
tai nghe choi pubg gia re,tai nghe chơi pubg giá rẻ,252.834163,,736.0,2.725543478,4.0,1.0,0,1,1
u2715h,u2715h,89.0,1.0,672.0,3.428571429,1.0,1.0,1,1,1
750w,750w,334.0,1.0,,,8.0,7.0,1,0,1
brother,brother,962.0,1.0,,,69.0,60.0,1,0,1
corsai,corsai,487.0,1.0,,,122.0,107.0,1,0,1
gtx1080,Gtx1080,316.0,1.0,,,1.0,6.0,1,0,1
laptop dell,laptop dell,26945.0,1.0,115890.0,4.356657846714286,1452.0,119.0,1,1,7
linh kien pc,linh kiện pc,423.565928,,1233.0,2.468580288,2081.0,0.0,0,1,1
macbook hong,macbook hồng,206.4583315,,601.0,6.124792013,2.0,5.0,0,1,1
mainboard asus rog strix b360-g gaming,mainboard asus rog strix b360-g gaming,209.5500536,,610.0,4.467213115,1.0,11.0,0,1,1
may in epson lq 310,máy in epson lq 310,168.6706169,,491.0,2.266802444,1.0,33.0,0,1,1
may in kim epson lq 310,máy in kim epson lq 310,323.6002467,,942.0,3.203821656,24.0,0.0,0,1,1
msi laptop,msi laptop,434.0,1.0,7488.0,4.682558761,16.0,22.0,1,1,1
usb 32gb,usb 32gb,660.0,1.0,4610.0,4.698047722,24.0,28.0,1,1,1
zotac gt 730,zotac gt 730,176.2281598,,513.0,5.015594542,61.0,0.0,0,1,1
chip i5 8400,chip i5 8400,208.5194796,,607.0,3.23723229,385.0,0.0,0,1,1
dell vostro 3468,dell vostro 3468,5156.0,1.0,4610.0,3.653579176,7.0,8.0,1,1,2
g403 wireless,g403 wireless,813.1229129,,2367.0,4.269539501,1.0,1.0,0,1,1
gtx 1050 gia,gtx 1050 giá,574.3732617,,1672.0,2.339756663,298.0,0.0,0,1,1
inte,inte,195.0,1.0,,,73.0,0.0,1,0,1
linksys,Linksys,4059.0,1.0,,,39.0,38.0,1,0,1
lq 310,lq 310,250.0,1.0,529.0,3.620037807,1.0,1.0,1,1,1
m590,m590,259.0,1.0,161.0,6.099378882,3.0,3.0,1,1,1
main msi,main msi,69.0,1.0,1058.0,1.11436673,424.0,0.0,1,1,1
windows 10,windows 10,487.0,1.0,,,1.0,0.0,1,0,1
yoga 520,yoga 520,1450.0,1.0,93.0,6.483870968,12.0,14.0,1,1,1
zowie ec2-a,zowie ec2-a,272.7585944,,794.0,6.449622166,74.0,0.0,0,1,1
1800655,1800655,150.0,1.0,,,1.0,1.0,1,0,1
ddr4 4gb,ddr4 4gb,535.0,1.0,1276.0,1.160658307,31.0,55.0,1,1,1
dell 3568,dell 3568,247.0,1.0,642.0,7.781931464,5.0,5.0,1,1,1
dell 3578,dell 3578,173.0,1.0,822.0,4.205596107,6.0,6.0,1,1,1
g4560,g4560,4219.0,1.0,14480.0,4.487638122,4.0,8.0,1,1,1
gigabyte aorus,Gigabyte aorus,149.0,1.0,,,22.0,30.0,1,0,1
lap them ram cho laptop,lắp thêm ram cho laptop,149.4332349,,435.0,1.790804598,667.0,0.0,0,1,1
laptop chuyen game,laptop chuyên game,198.2137392,,577.0,3.204506066,1447.0,0.0,0,1,1
may in canon lbp 6230dn,máy in canon lbp 6230dn,160.0825,,466.0,1.077253219,1.0,0.0,0,1,1
ram 4gb ddr3,ram 4gb ddr3,171.0,1.0,6300.0,1.460952381,14.0,49.0,1,1,1
tai nghe duoi 1 trieu,tai nghe dưới 1 triệu,169.3576663,,493.0,5.890466531,333.0,0.0,0,1,1
vitinh,vitinh,150.1202843,,437.0,2.961098398,1125.0,0.0,0,1,1
3567,3567,617.0,1.0,,,9.0,11.0,1,0,1
bts,bts,194.0,1.0,,,5.0,1.0,1,0,1
cap hdmi to vga,cáp hdmi to vga,363.4491094,,1058.0,7.423440454,98.0,0.0,0,1,1
card gtx 1050,card gtx 1050,65.0,1.0,1440.0,3.260416667,4.0,20.0,1,1,1
cay may tinh,cây máy tính,245.0,1.0,3296.0,8.283070388,1.0,2.0,1,1,1
dareu lk160,dareu lk160,85.0,1.0,814.0,4.014742015,1.0,1.0,1,1,1
g102 logitech,g102 logitech,407.0767435,,1185.0,1.671729958,1.0,1.0,0,1,1
gt 1030,gt 1030,1687.0,1.0,4274.0,2.437061301,1.0,6.0,1,1,1
i7 7700hq,i7 7700HQ,320.0,1.0,,,4.0,15.0,1,0,1
i7-7700,i7-7700,138.0,1.0,794.0,3.172544081,8.0,3.0,1,1,1
lenovo ideapad 720s,lenovo ideapad 720s,296.4617971,,863.0,4.907300116,2.0,2.0,0,1,1
lg 24mp59g-p,lg 24mp59g-p,341.1200053,,993.0,3.945619335,1.0,1.0,0,1,1
loa may tinh,loa máy tính,4994.848819,,14540.0,6.196266751,2927.0,0.0,0,1,1
nguon 400w,nguồn 400w,145.0,1.0,420.0,2.316666667,11.0,16.0,1,1,1
nguon cooler master 500w,nguồn cooler master 500w,238.0626019,,693.0,1.092352092,3.0,0.0,0,1,1
o cung di dong ssd,ổ cứng di động ssd,52.0,1.0,830.0,6.430295884,933.0,195.0,1,1,1
1151,1151,480.0,1.0,,,2.0,6.0,1,0,1
128gb,128gb,1040.0,1.0,,,41.0,61.0,1,0,2
810,810,417.0,1.0,,,33.0,34.0,1,0,1
asus vivo,Asus vivo,240.0,1.0,,,6.0,3.0,1,0,1
b360,b360,23066.0,1.0,708.0,8.403954802,32.0,36.0,1,1,1
ban phim may tinh dell,bàn phím máy tính dell,368.6019795,,1073.0,3.901211556,1916.0,15.0,0,1,1
cougar,cougar,157.0,1.0,,,19.0,19.0,1,0,1
game,game,1513.0,1.0,,,33.0,54.0,1,0,1
laptop lenovo yoga,laptop lenovo yoga,203.0230847,,591.0,6.62605753,21.0,15.0,0,1,1
man hinh 32 inch,màn hình 32 inch,348.3340235,,1014.0,1.887591511,1484.0,7.0,0,1,1
may in brother hl-l2321d,máy in brother hl-l2321d,165.2353701,,481.0,2.952182952,1.0,0.0,0,1,1
ram ddr3 8gb,ram ddr3 8gb,181.0,1.0,2373.0,1.410450906,15.0,46.0,1,1,1
se2417hg,se2417hg,207.0,1.0,1489.0,7.728676964,1.0,1.0,1,1,1
steelseries,steelseries,997.0,1.0,,,31.0,38.0,1,0,2
the nho sd,thẻ nhớ sd,329.0,1.0,321.0,8.601246106,25.0,26.0,1,1,1
asus x542uq,asus x542uq,61.0,1.0,951.0,5.756046267,1.0,2.0,1,1,1
brother 2321d,brother 2321d,189.969147,,553.0,6.808318264,1.0,0.0,0,1,1
core i7 6700,core i7 6700,222.947516,,649.0,2.861325116,115.0,1.0,0,1,1
dell 27 inch,dell 27 inch,155.6166791,,453.0,4.247240618,445.0,7.0,0,1,1
e1715s,e1715s,557.0,1.0,57.0,6.280701754,1.0,1.0,1,1,1
gia gtx 1050,giá gtx 1050,208.8630042,,608.0,1.788690476,298.0,0.0,0,1,1
h110m,h110m,3130.0,1.0,1844.0,3.052603037,9.0,15.0,1,1,1
laptop tphcm,laptop tphcm,236.6885032,,689.0,5.021770682,0.0,0.0,0,1,1
lg24mp59g,lg24mp59g,147.0285622,,428.0,4.41588785,1.0,0.0,0,1,1
may tinh lenovo,máy tính lenovo,220.886368,,643.0,7.094867807,78.0,100.0,0,1,1
ram 4gb gia bao nhieu,ram 4gb giá bao nhiêu,245.6201448,,715.0,3.187412587,536.0,0.0,0,1,1
ram ddr2,Ram ddr2,205.0,1.0,,,1.0,1.0,1,0,1
ram ddr4,ram ddr4,2368.0,1.0,5339.0,1.897359056,189.0,161.0,1,1,1
ryzen 5 2400g,ryzen 5 2400g,93.0,1.0,5410.0,3.681515712,1.0,1.0,1,1,1
ssd 120g,ssd 120g,277.0,1.0,578.0,1.307958478,17.0,22.0,1,1,1
sumtax,sumtax,448.0,1.0,159.0,1.283018868,15.0,17.0,1,1,1
x00id,x00id,352.7998443,,1027.0,2.217137293,3.0,2.0,0,1,1
8250u,8250u,286.0,1.0,,,68.0,76.0,1,0,1
asus i5,Asus i5,366.0,1.0,,,51.0,66.0,1,0,1
day cap,dây cáp,424.0,1.0,,,4.0,0.0,1,0,1
ddr4 g.skill,ddr4 g.skill,163.0,1.0,,,44.0,58.0,1,0,1
dell s2218h,dell s2218h,149.4332349,,435.0,6.347126437,1.0,1.0,0,1,1
dien thoai ban panasonic kx-ts500,điện thoại bàn panasonic kx-ts500,201.3054613,,586.0,5.003412969,6.0,59.0,0,1,1
draytek vigor 2925,draytek vigor 2925,280.3161373,,816.0,4.914215686,27.0,0.0,0,1,1
egpu cho laptop,egpu cho laptop,416.0083851,,1211.0,5.284888522,1503.0,0.0,0,1,1
gia o ssd,giá ổ ssd,170.731765,,497.0,1.003355705,754.0,0.0,0,1,1
gpu,Gpu,181.0,1.0,,,1.0,0.0,1,0,1
hp probook 450 g5,hp probook 450 g5,135.0,1.0,1485.0,4.042424242,5.0,24.0,1,1,1
laptop sony,laptop sony,461.0,1.0,4404.0,3.173478656,18.0,3.0,1,1,1
usb bluetooth,usb bluetooth,850.0,1.0,,,1.0,1.0,1,0,1
brother hl-l2321d,brother hl-l2321d,296.4617971,,863.0,4.986095017,1.0,1.0,0,1,1
dell p2417h,dell p2417h,501.2025052,,1459.0,3.616175463,8.0,1.0,0,1,1
gtx 1060 3gb,gtx 1060 3gb,279.0,1.0,5626.0,4.663526484,666.0,3.0,1,1,1
loa bluetooth,loa bluetooth,1578.0,1.0,139838.0,8.084290393,15.0,23.0,1,1,1
logitech m590,logitech m590,105.0,1.0,755.0,6.083443709,3.0,3.0,1,1,1
m2,m2,419.0,1.0,,,28.0,16.0,1,0,1
man hinh may tinh 2k,màn hình máy tính 2k,142.5627414,,415.0,5.168674699,2464.0,0.0,0,1,1
may in epson l1800,máy in epson l1800,392.648707,,1143.0,1.655448718,1.0,0.0,0,1,1
may server,máy server,72.0,1.0,506.0,2.422924901,14.0,13.0,1,1,1
mua laptop alienware,mua laptop alienware,153.2120064,,446.0,1.343049327,1340.0,0.0,0,1,1
tridentz,tridentz,231.0,1.0,,,1.0,1.0,1,0,1
b175,b175,341.0,1.0,173.0,2.433526012,1.0,1.0,1,1,1
ban phim so,bàn phím số,314.0,1.0,1383.0,4.387777778,3.0,3.0,1,1,1
card man hinh gtx 1050ti,card màn hình gtx 1050ti,65.0,1.0,683.0,1.106881406,2.0,102.0,1,1,1
card mang,card mạng,781.0,1.0,3090.0,1.873769079,3.0,1.0,1,1,1
dell optiplex 3050mt,dell optiplex 3050mt,144.6238895,,421.0,2.266033254,1.0,1.0,0,1,1
gtx 10,gtx 10,407.0,1.0,,,1.0,73.0,1,0,1
iphone 7 plus,iphone 7 plus,184.0,1.0,,,2.0,17.0,1,0,1
lenovo 320,lenovo 320,250.0,1.0,,,12.0,18.0,1,0,1
may in kim,máy in kim,445.0,1.0,794.0,7.361858972,2797.0,0.0,1,1,1
plextor,plextor,777.0,1.0,1186.0,3.967116358,12.0,20.0,1,1,1
rx560,Rx560,203.0,1.0,,,2.0,1.0,1,0,1
rxvega,RXVEGA,150.0,1.0,,,6.0,0.0,1,0,1
unifi,unifi,247.0,1.0,,,2.0,2.0,1,0,1
chip i5 4460,chip i5 4460,163.5177467,,476.0,3.466386555,220.0,0.0,0,1,1
dell vostro 3578 i5,dell vostro 3578 i5,213.6723497,,622.0,4.247588424,89.0,6.0,0,1,1
giga h110m-ds2,giga h110m-ds2,450.3608529,,1311.0,2.357742182,110.0,0.0,0,1,1
h110 gaming 3,h110 gaming 3,209.5500536,,610.0,3.072131148,325.0,0.0,0,1,1
hp spectre,hp spectre,294.0,1.0,222.0,11.2972973,1.0,4.0,1,1,1
lap,lap,461.0,1.0,,,973.0,594.0,1,0,1
laptop asus rog,laptop asus rog,66.0,1.0,597.0,6.224455611,3.0,2.0,1,1,1
lenovo ideapad 310,lenovo ideapad 310,52.0,1.0,527.0,6.288425047,4.0,3.0,1,1,1
msi gs63,msi gs63,431.8105203,,1257.0,5.770883055,8.0,1.0,0,1,1
muc in hp,Mực in hp,1106.0,1.0,,,83.0,81.0,1,0,1
phong vuz,phong vuz,172.4493884,,502.0,1.085657371,57.0,0.0,0,1,1
vostro 5471,vostro 5471,79.0,1.0,782.0,3.598465473,3.0,3.0,1,1,1
win 10 home,win 10 home,88.0,1.0,627.0,7.915470494,8.0,3.0,1,1,1
3470,3470,374.0,1.0,,,14.0,15.0,1,0,1
4600,4600,1751.0,1.0,,,83.0,3.0,1,0,1
acer aspire a715,acer aspire a715,201.9925107,,588.0,4.195578231,1.0,1.0,0,1,1
ban phim co fuhlen m87s,bàn phím cơ fuhlen m87s,56.0,1.0,547.0,4.186471664,1.0,109.0,1,1,1
card am thanh roi,card âm thanh rời,162.143648,,472.0,6.177966102,7.0,5.0,0,1,1
muc in epson,mực in epson,362.0,1.0,,,27.0,21.0,1,0,1
o cung,ổ cứng,15083.0,1.0,15930.0,1.6476200013333333,2007.0,415.0,1,1,3
rx580,rx580,811.0,1.0,218.0,5.80733945,3.0,1.0,1,1,2
s510,s510,657.0,1.0,,,8.0,9.0,1,0,1
sac dien thoai,sạc điện thoại,809.0,1.0,,,41.0,33.0,1,0,1
usb thu wifi,usb thu wifi,298.0,1.0,1785.0,6.084593838,2.0,2.0,1,1,1
amd ryzen 7 2700x,amd ryzen 7 2700x,189.2820976,,551.0,4.898366606,1.0,5.0,0,1,1
chuot may tinh choi game,chuột máy tính chơi game,216.0770225,,629.0,1.467408585,1.0,364.0,0,1,1
ecc,ecc,397.0,1.0,,,7.0,8.0,1,0,1
ghe,ghế,4087.0,1.0,,,36.0,25.0,1,0,1
gia ram 8g,giá ram 8g,166.2659442,,484.0,1.271368992,758.0,0.0,0,1,1
laptop mini,laptop mini,311.0,1.0,,,9.0,2.0,1,0,1
lenovo yoga,lenovo yoga,538.0,1.0,5216.0,4.906633436,22.0,23.0,1,1,1
may in canon 6230,máy in canon 6230,161.4565987,,470.0,1.413209724,1.0,0.0,0,1,1
ram kingston 4gb,ram kingston 4gb,266.2316255,,775.0,2.055483871,11.0,33.0,0,1,1
x299,x299,1088.0,1.0,,,8.0,11.0,1,0,1
1800,1800,378.0,1.0,,,31.0,3.0,1,0,1
asrock b360m pro4,asrock b360m pro4,67.0,1.0,2338.0,5.335757057,1.0,2.0,1,1,1
asus strix,asus strix,169.0,1.0,,,29.0,37.0,1,0,1
asus z370,asus z370,558.0,1.0,98.0,4.43877551,7.0,9.0,1,1,1
balo,balo,833.0,1.0,,,93.0,82.0,1,0,2
chuot logitech m331,chuột logitech m331,256.9564592,,748.0,2.3816313,3.0,3.0,0,1,1
dell latitude e6410,dell latitude e6410,1450.361191,,4222.0,4.826385599,248.0,0.0,0,1,1
fujitsu,fujitsu,274.0,1.0,,,1.0,2.0,1,0,1
ipad,ipad,2402.0,1.0,,,16.0,26.0,1,0,1
laptop tram,laptop trạm,175.1975858,,510.0,2.962745098,32.0,0.0,0,1,1
logitech f710,logitech f710,467.1935621,,1360.0,2.758823529,1.0,1.0,0,1,1
microlab m108,microlab m108,305.7369634,,890.0,6.171910112,2.0,1.0,0,1,1
mk240,mk240,224.0,1.0,154.0,7.441558442,3.0,2.0,1,1,1
o cam dien,ổ cắm điên,268.0,1.0,,,7.0,8.0,1,0,1
ssd msata,ssd msata,95.0,1.0,1281.0,3.099141296,3.0,1.0,1,1,1
acer swift 5,acer swift 5,276.0,1.0,6692.0,5.120143455,4.0,15.0,1,1,1
asus vz249h,asus vz249h,77.0,1.0,1125.0,4.623111111,2.0,1.0,1,1,1
aw2518h,aw2518h,55.0,1.0,489.0,12.53578732,2.0,1.0,1,1,1
draytek 2925,draytek 2925,80.0,1.0,4946.0,2.650626769,1.0,4.0,1,1,1
g90,g90,1858.0,1.0,,,5.0,5.0,1,0,1
h270,h270,344.0,1.0,,,21.0,4.0,1,0,1
intel i5 8400,intel i5 8400,60.0,1.0,424.0,3.926886792,1.0,2.0,1,1,1
kingston,kingston,1959.0,1.0,,,75.0,59.0,1,0,1
may in canon,máy in canon,1678.0,1.0,28211.0,6.201774841000001,268.0,17.0,1,1,2
red switch,red switch,178.0,1.0,129.0,5.84496124,6.0,11.0,1,1,1
tai nghe pc,tai nghe pc,156.6472532,,456.0,7.782894737,1.0,0.0,0,1,1
tan nhiet,tản nhiệt,5233.0,1.0,1112.0,2.178864566,20.0,30.0,1,1,1
acer a715,acer a715,271.0,1.0,1336.0,1.819610778,2.0,3.0,1,1,1
ducky one,ducky one,161.0,1.0,211.0,6.08056872,2.0,2.0,1,1,1
evga,evga,581.0,1.0,915.0,3.953005464,59.0,1.0,1,1,1
h310m,h310m,1149.0,1.0,619.0,2.972536349,19.0,27.0,1,1,1
microsoft office,microsoft office,171.0,1.0,2036.0,9.87524558,5.0,10.0,1,1,1
ssd samsung 850 evo 250gb,ssd samsung 850 evo 250gb,293.370075,,854.0,2.953161593,64.0,4.0,0,1,1
tai nghe zidli,tai nghe zidli,828.0,1.0,1914.0,1.976489028,9.0,25.0,1,1,1
ak5000,ak5000,161.0,1.0,,,22.0,4.0,1,0,1
cap vga,cáp vga,2014.0,1.0,1376.0,5.975405649,28.0,122.0,1,1,1
chuot logitech b100,chuột logitech b100,74.0,1.0,1218.0,1.0,1.0,1.0,1,1,1
gia ram 4gb,giá ram 4gb,612.1609763,,1782.0,1.202922078,1112.0,0.0,0,1,1
harpoon,harpoon,298.0,1.0,,,1.0,1.0,1,0,1
jax 10,jax 10,572.0,1.0,,,1.0,1.0,1,0,1
laptop 2 trong 1,laptop 2 trong 1,568.1898175,,1654.0,1.882708585,42.0,0.0,0,1,1
laptop choi game tot,laptop chơi game tốt,264.5140021,,770.0,2.051948052,93.0,0.0,0,1,1
targus,targus,197.0,1.0,,,35.0,52.0,1,0,1
thanh ram 4gb,thanh ram 4gb,286.4995815,,834.0,1.823741007,944.0,0.0,0,1,1
toto link,toto link,1555.0,1.0,21117.0,7.6935585885,33.0,33.0,1,1,2
utp,utp,263.0,1.0,,,31.0,27.0,1,0,1
hyperx cloud,hyperx cloud,262.0,1.0,477.0,6.259958071,4.0,4.0,1,1,1
o cung ssd 240g,o cung ssd 240g,157.3343025,,458.0,1.384279476,17.0,0.0,0,1,1
pc hp,pc hp,247.0,1.0,231.0,3.034632035,44.0,64.0,1,1,1
sac khong day,sạc không dây,160.0,1.0,,,12.0,15.0,1,0,1
shadow,shadow,290.0,1.0,,,1.0,1.0,1,0,1
ssd kingmax 120gb,ssd kingmax 120gb,284.4384334,,828.0,1.210144928,1.0,2.0,0,1,1
u2515h,u2515h,67.0,1.0,495.0,5.694949495,4.0,0.0,1,1,1
xiaomi,xiaomi,1274.0,1.0,,,18.0,30.0,1,0,1
5379,5379,262.0,1.0,,,2.0,3.0,1,0,1
80 plus,80 plus,191.0,1.0,,,21.0,16.0,1,0,1
aurora,aurora,255.0,1.0,,,1.0,4.0,1,0,1
ban phim x5,bàn phím x5,225.0,1.0,,,2.0,2.0,1,0,1
dell vostro 3578a,dell vostro 3578a,164.8918455,,480.0,4.379166667,250.0,0.0,0,1,1
fuhlen,fuhlen,7421.0,1.0,4232.0,6.531663516,14.0,20.0,1,1,1
fuhlen g93s,fuhlen g93s,63.0,1.0,915.0,3.843715847,1.0,1.0,1,1,1
gtx 1050,gtx 1050,14717.0,1.0,15271.0,3.7177657,4.0,37.0,1,1,1
gtx 1080ti,Gtx 1080ti,657.0,1.0,,,3.0,5.0,1,0,1
hp 14-bs562tu,hp 14-bs562tu,156.3037285,,455.0,1.914285714,1.0,1.0,0,1,1
hp envy 13 ah0026tu,hp envy 13 ah0026tu,156.9907779,,457.0,2.656455142,1.0,7.0,0,1,1
intel optane 32gb,intel optane 32gb,532.463251,,1550.0,4.663225806,1.0,1.0,0,1,1
laptop lai may tinh bang,laptop lai máy tính bảng,291.6524516,,849.0,2.445229682,1979.0,1.0,0,1,1
man hinh may tinh full hd,màn hình máy tính full hd,178.9763573,,521.0,2.297504798,1474.0,0.0,0,1,1
may in lbp 2900,máy in lbp 2900,214.0158744,,623.0,2.776886035,1.0,0.0,0,1,1
usb to vga,usb to vga,64.0,1.0,444.0,7.65990991,382.0,99.0,1,1,1
xb55ap,xb55ap,257.0,1.0,,,4.0,5.0,1,0,1
gtx 1080,gtx 1080,1585.0,1.0,1953.0,4.157840387,283.0,10.0,1,1,2
h111,h111,158.0,1.0,,,1.0,1.0,1,0,1
i5 8250u,i5 8250U,169.0,1.0,,,68.0,76.0,1,0,1
laptop thinkpad,laptop thinkpad,300.5840933,,875.0,8.724571429,11.0,10.0,0,1,1
man hinh 24 inch,màn hình 24 inch,82.0,1.0,1657.0,2.252263126,1470.0,21.0,1,1,1
pin may tinh dell,pin máy tính dell,187.5644742,,546.0,2.608058608,1681.0,0.0,0,1,1
sshd,Sshd,167.0,1.0,,,131.0,1.0,1,0,1
370,370,206.0,1.0,,,10.0,0.0,1,0,1
8400,8400,5833.0,1.0,245.0,3.946938776,32.0,38.0,1,1,1
asus rog strix b360-g gaming,asus rog strix b360-g gaming,501.5460299,,1460.0,5.043150685,1.0,24.0,0,1,1
ban gaming,Bàn gaming,194.0,1.0,,,23.0,37.0,1,0,1
ddr3 4gb bus 1600 laptop,ddr3 4gb bus 1600 laptop,238.0626019,,693.0,4.546897547,188.0,1.0,0,1,1
g430,g430,435.0,1.0,796.0,4.14321608,19.0,1.0,1,1,1
laptop hp envy 13,laptop hp envy 13,68.0,1.0,1605.0,6.706542056,8.0,9.0,1,1,1
msata ssd,msata ssd,148.0591362,,431.0,1.953596288,2.0,0.0,0,1,1
pc thac si,pc thạc sĩ,430.0,1.0,,,794.0,0.0,1,0,1
pin du phong,pin dự phòng,543.0,1.0,,,111.0,118.0,1,0,1
type c,type c,859.0,1.0,,,51.0,37.0,1,0,1
canon 2900,canon 2900,9091.0,1.0,50899.0,4.976934714,1.0,1.0,1,1,1
g440,g440,210.0,1.0,,,1.0,1.0,1,0,1
gigabyte h310m-ds2,gigabyte h310m-ds2,391.2746083,,1139.0,2.962247586,1.0,3.0,0,1,1
hp pa,Hp pa,154.0,1.0,,,58.0,0.0,1,0,1
i5 6600k,i5 6600k,454.483149,,1323.0,2.717309146,2.0,1.0,0,1,1
i5 84,i5 84,281.0,1.0,,,31.0,20.0,1,0,1
l1800,l1800,158.0,1.0,118.0,4.762711864,1.0,1.0,1,1,1
l411,l411,697.0,1.0,,,1.0,1.0,1,0,1
lightning,lightning,446.0,1.0,,,42.0,35.0,1,0,1
man hinh 21 inch,màn hình 21 inch,153.5555311,,447.0,1.465324385,1474.0,25.0,0,1,1
may chieu,máy chiếu,3158.0,1.0,30123.0,5.625914748,30.0,25.0,1,1,1
may tinh laptop dell,máy tính laptop dell,214.7029238,,625.0,5.928,83.0,619.0,0,1,1
msi h81m-p33,msi h81m-p33,289.9348283,,844.0,5.658767773,553.0,1.0,0,1,1
muc epson,mực epson,195.0,1.0,,,27.0,21.0,1,0,1
quat tan nhiet laptop,quạt tản nhiệt laptop,107.0,1.0,6636.0,3.097527631,666.0,0.0,1,1,1
seasonic,seasonic,698.0,1.0,228.0,5.350877193,7.0,12.0,1,1,1
thermaltake,thermaltake,340.0,1.0,,,14.0,8.0,1,0,1
titan,titan,334.0,1.0,,,5.0,3.0,1,0,1
vga gtx 1050ti,vga gtx 1050ti,140.0,1.0,608.0,2.5625,2.0,96.0,1,1,1
x370,x370,590.0,1.0,,,3.0,5.0,1,0,1
camera,camera,4880.0,1.0,171410.0,5.035948894,84.0,83.0,1,1,1
canon g1000,canon g1000,416.0083851,,1211.0,4.750619323,3.0,0.0,0,1,1
